"","Kidney_mean","Liver_mean","M","D","prob","ranking"
"ENSG00000187758",13.8245354287167,1084.41541863663,-6.29354272126287,1070.59088320791,0.999911556603774,-1070.60938156168
"ENSG00000173376",1155.46359018726,8.10474901821097,7.15548857428445,1147.35884116904,0.999911556603774,1147.38115350807
"ENSG00000162391",980.204157171589,10.1309362727637,6.59624285016622,970.073220898826,0.999901729559748,970.09564699815
"ENSG00000185499",929.811495770138,10.9414111745848,6.40906753516027,918.870084595553,0.999901729559748,918.892435767816
"ENSG00000177807",879.864787124452,12.562360978227,6.1301022993284,867.302426146225,0.999901729559748,867.324089688121
"ENSG00000174514",887.000031216693,8.50998646912151,6.7036335070467,878.490044747571,0.999901729559748,878.515621615681
"ENSG00000158125",12.0407244056565,878.149556123158,-6.18847256693849,866.108831717502,0.999901729559748,-866.130940200018
"ENSG00000117594",36.5681259727344,966.896557872568,-4.72470295408543,930.328431899834,0.999891902515723,-930.340429100664
"ENSG00000184292",976.190582369704,40.9289825419654,4.57596812542087,935.261599827738,0.999882075471698,935.272794213873
"ENSG00000163629",868.715968230326,27.9613841128278,4.95737687429589,840.754584117498,0.999882075471698,840.769199186115
"ENSG00000134389",10.2569133825962,831.952486719356,-6.34183258705987,821.695573336759,0.999872248427673,-821.720046050836
"ENSG00000183023",904.39218869153,43.7656446983392,4.36907780383159,860.626543993191,0.999872248427673,860.637634005462
"ENSG00000010319",806.282582423218,25.9351968582751,4.9583023314069,780.347385564943,0.999872248427673,780.363137853174
"ENSG00000144852",12.0407244056565,807.638239664723,-6.06771512368387,795.597515259066,0.999872248427673,-795.62065298308
"ENSG00000213963",761.687306846713,21.4775848982591,5.14829517404901,740.209721948454,0.999862421383648,740.227625403299
"ENSG00000113905",206.922078674985,3248.38340649896,-3.97256242907592,3041.46132782397,0.999862421383648,-3041.46392217646
"ENSG00000164035",737.6058580354,15.8042605855114,5.54446466930074,721.801597449888,0.999852594339623,721.8228918299
"ENSG00000121769",774.619936763899,33.6347084255755,4.52546597635518,740.985228338324,0.999842767295598,740.999047541831
"ENSG00000175879",724.673228118213,4.45761196001603,7.3449157531576,720.215616158197,0.999842767295598,720.253067709921
"ENSG00000090530",733.146330477749,26.3404343091856,4.79875013964494,706.805896168564,0.999832940251572,706.822186169583
"ENSG00000145362",721.997511583623,8.10474901821097,6.47708254440692,713.892762565412,0.999832940251572,713.922144944085
"ENSG00000152642",837.945228082537,49.0337315601763,4.09500948313718,788.911496522361,0.999823113207547,788.922124450708
"ENSG00000155066",655.104598218865,9.32046137094261,6.13518009349098,645.784136847922,0.999803459119497,645.813279392113
"ENSG00000012171",648.415306882389,27.9613841128278,4.53541046613314,620.453922769561,0.999783805031447,620.470499079717
"ENSG00000150938",2563.33644013753,176.278291146088,3.86209612471296,2387.05814899144,0.999773977987421,2387.06127329253
"ENSG00000138075",2.22976377882527,589.215253623937,-8.04576009004052,586.985489845112,0.999773977987421,-587.040628529349
"ENSG00000115896",609.171464375064,13.3728358800481,5.50947101792335,595.798628495016,0.999773977987421,595.824101549643
"ENSG00000081052",816.539495805814,49.8442064619974,4.03402493944981,766.695289343817,0.999773977987421,766.705901933206
"ENSG00000168309",737.6058580354,42.9551697965181,4.10194643359979,694.650688238882,0.999773977987421,694.66279923089
"ENSG00000083857",1473.42790504774,98.0674631203527,3.90925810313657,1375.36044192739,0.999773977987421,1375.36599765939
"ENSG00000196482",634.590771453672,25.5299594073645,4.63556339201828,609.060812046308,0.999764150943396,609.078452433239
"ENSG00000134202",615.414802955775,30.3928088182911,4.33975723016137,585.021994137484,0.999754323899371,585.038090313285
"ENSG00000132677",581.076440761866,17.4252103891536,5.05947998285775,563.651230372712,0.999744496855346,563.673937519173
"ENSG00000085276",580.630488006101,15.3990231346008,5.23670958871377,565.2314648715,0.999744496855346,565.25572266727
"ENSG00000160801",2194.9794638756,157.232130953293,3.80323946926275,2037.7473329223,0.999724842767296,2037.75088209095
"ENSG00000010932",549.859747858312,9.72569882185316,5.8211179526734,540.134049036459,0.999705188679245,540.165415722572
"ENSG00000091409",1703.09357426674,120.355522920433,3.82278345281346,1582.73805134631,0.999705188679245,1582.74266791947
"ENSG00000114771",17.3921574748371,548.286271081972,-4.97842053612257,530.894113607135,0.99969536163522,-530.91745548036
"ENSG00000000971",70.9064881666436,1012.28315237455,-3.83555143733189,941.376664207906,0.999685534591195,-941.384477973815
"ENSG00000163638",539.602834475716,23.9090096037223,4.49627165179183,515.693824871993,0.999665880503145,515.713425721954
"ENSG00000138678",561.008566752438,28.7718590146489,4.28529245636632,532.236707737789,0.999665880503145,532.25395892844
"ENSG00000143061",515.967338420168,10.5361737236743,5.61385679995811,505.431164696493,0.999656053459119,505.462340471201
"ENSG00000109758",4.45952755765054,509.78871324547,-6.83686474300021,505.329185687819,0.999656053459119,-505.375433343795
"ENSG00000072840",646.631495859329,40.9289825419654,3.98174907114222,605.702513317363,0.999656053459119,605.715600727467
"ENSG00000081041",9.81096062683119,515.056800107307,-5.71419332737595,505.245839480476,0.999656053459119,-505.278151435141
"ENSG00000036828",512.845669129812,8.50998646912151,5.91322409204469,504.335682660691,0.999646226415094,504.370347090298
"ENSG00000115107",116.393669254679,1522.07186562002,-3.70895198209217,1405.67819636534,0.999636399371069,-1405.68308948416
"ENSG00000162390",491.43993685309,5.26808686183713,6.54359215942178,486.171849991253,0.999626572327044,486.215884481642
"ENSG00000162631",486.088503783909,1.21571235273164,8.64327328793485,484.872791431177,0.999626572327044,484.949822191319
"ENSG00000163531",2185.16850324877,168.984017029699,3.69278582943698,2016.18448621907,0.999626572327044,2016.18786801668
"ENSG00000159650",5.79738582494571,481.827329132642,-6.37696991261285,476.029943307696,0.999626572327044,-476.072654823604
"ENSG00000169116",687.213196633949,47.0075443056236,3.86979352037893,640.205652328325,0.999616745283019,640.217347917898
"ENSG00000157404",571.7114328908,35.2556582292177,4.01936041976173,536.455774661582,0.999597091194969,536.470831850103
"ENSG00000080493",916.432913097187,70.5113164584354,3.70010255171203,845.921596638751,0.999577437106918,845.929688815062
"ENSG00000013016",612.739086421185,41.7394574437865,3.8757891306266,570.999628977398,0.999567610062893,571.012782723567
"ENSG00000151693",597.576692725173,44.1708821492498,3.75795632955992,553.405810575923,0.999518474842767,553.418569813996
"ENSG00000065882",1634.86280263469,130.486459193197,3.64719756141698,1504.37634344149,0.999508647798742,1504.38076455279
"ENSG00000153823",35.2302677054393,521.945836772786,-3.8890127609458,486.715569067347,0.999459512578616,-486.731106046045
"ENSG00000178568",422.763212465271,8.10474901821097,5.70493852300261,414.658463447061,0.999449685534591,414.697706325738
"ENSG00000084734",0.891905511530109,400.779838950532,-8.81170334176739,399.887933439002,0.999439858490566,-399.985006501368
"ENSG00000115602",414.7360628615,7.29427411638987,5.8292852735448,407.441788745111,0.999439858490566,407.48348651524
"ENSG00000169174",20.5138267651925,431.983122670644,-4.39630639771045,411.469295905452,0.999430031446541,-411.49278120384
"ENSG00000143772",442.385133718934,24.7194845055434,4.1615823418157,417.66564921339,0.999420204402516,417.686381511812
"ENSG00000116285",298.788346362586,3485.44731528163,-3.54414803562483,3186.65896891904,0.999400550314465,-3186.66093978909
"ENSG00000151690",428.114645534452,24.3142470546329,4.13812336899172,403.800398479819,0.999400550314465,403.821601548849
"ENSG00000160678",389.316755782892,11.3466486254954,5.10060629056355,377.970107157397,0.999380896226415,378.004521254846
"ENSG00000143156",1316.00658226268,109.819349196759,3.58296253306985,1206.18723306592,0.999380896226415,1206.19255462456
"ENSG00000157087",13.3785826729516,389.838427775947,-4.86487911916981,376.459845102996,0.999380896226415,-376.49127748703
"ENSG00000070087",1273.64107046499,104.146024884011,3.61227908382694,1169.49504558098,0.999380896226415,1169.50062428314
"ENSG00000109181",6.24333858071076,384.1651034632,-5.94326495784894,377.921764882489,0.999380896226415,-377.968494414884
"ENSG00000178038",1279.88440904571,109.414111745848,3.54814279350393,1170.47029729986,0.99937106918239,1170.47567517591
"ENSG00000090512",8.91905511530108,382.138916208647,-5.42106249679602,373.219861093346,0.999361242138365,-373.259229803002
"ENSG00000168389",20.0678740094274,393.485564834142,-4.2933510200978,373.417690824715,0.999331761006289,-373.442371302245
"ENSG00000050628",362.559590436989,3.64713705819493,6.63530990962443,358.912453378794,0.999331761006289,358.973782507834
"ENSG00000151418",359.437921146634,0.405237450910548,9.79275939751968,359.032683695723,0.999331761006289,359.166209572074
"ENSG00000177133",355.870299100513,3.64713705819493,6.60844330377175,352.223162042318,0.999321933962264,352.28515069754
"ENSG00000073734",3.12166929035538,357.824669154014,-6.84079133659915,354.702999863659,0.999321933962264,-354.768959378339
"ENSG00000163082",355.424346344748,3.24189960728439,6.77655928298219,352.182446737464,0.999321933962264,352.247636678662
"ENSG00000157103",30.7707401477887,457.107844627098,-3.89290352662891,426.33710447931,0.999321933962264,-426.354877248601
"ENSG00000174640",957.014613871806,82.2632025348413,3.54022181256306,874.751411336965,0.999321933962264,874.758575154593
"ENSG00000123836",426.776787267157,27.5561466619173,3.9530356422274,399.22064060524,0.999312106918239,399.240211371608
"ENSG00000134243",1990.28714897944,172.225916636983,3.53060242921851,1818.06123234245,0.999292452830189,1818.0646604838
"ENSG00000169418",479.845165203198,35.6608956801282,3.75015411291104,444.18426952307,0.999292452830189,444.200100121121
"ENSG00000138759",370.58674004076,19.0461601927958,4.28223918408442,351.540579847964,0.999282625786164,351.566660609724
"ENSG00000138639",841.066897372892,72.1322662620776,3.54350389870041,768.934631110815,0.999282625786164,768.942795883676
"ENSG00000138792",2554.41738502223,226.122497608086,3.49781783442678,2328.29488741415,0.999282625786164,2328.29751481387
"ENSG00000143278",4.01357480188549,337.968034059397,-6.39585520301064,333.954459257512,0.999233490566038,-334.015699962973
"ENSG00000163947",708.618928910671,60.7856176365822,3.54320808784435,647.833311274089,0.999223663522013,647.843000672157
"ENSG00000184005",336.694330602616,9.72569882185316,5.113493702483,326.968631780763,0.999204009433962,327.008614544677
"ENSG00000188338",80.7174487934748,915.431401606929,-3.50349929931816,834.713952813454,0.999194182389937,-834.721305304232
"ENSG00000073711",344.275527450622,14.9937856836903,4.52112704063085,329.281741766932,0.999194182389937,329.31277845049
"ENSG00000135744",536.48116518536,5888.50539918118,-3.45630207371633,5352.02423399582,0.999184355345912,-5352.02535002428
"ENSG00000109654",1307.9794326589,117.92409821497,3.47140938184039,1190.05533444393,0.999184355345912,1190.06039750996
"ENSG00000115762",348.735055008272,19.4513976437063,4.16418566557791,329.283657364566,0.999174528301887,329.309986865935
"ENSG00000042493",330.89694477767,8.91522392003206,5.21396712697522,321.981720857638,0.999164701257862,322.023933923625
"ENSG00000164089",11.5947716498914,328.242335237544,-4.82321501063918,316.647563587653,0.999154874213837,-316.684295362172
"ENSG00000069849",415.627968373031,31.6085211710228,3.71690729478375,384.019447202008,0.999115566037736,384.037434671639
"ENSG00000196660",6.24333858071076,319.327111317512,-5.67657352840706,313.083772736801,0.999095911949686,-313.135229953661
"ENSG00000170509",3.12166929035538,313.653787004764,-6.65071146509509,310.532117714409,0.999095911949686,-310.603329175956
"ENSG00000154277",312.612881791303,8.91522392003206,5.13196238436504,303.697657871271,0.99908608490566,303.741015397016
"ENSG00000134240",414.290110105735,4444.64436158689,-3.42335470040486,4030.35425148116,0.99906643081761,-4030.35570536766
"ENSG00000142661",299.680251874116,3.64713705819493,6.36051579032816,296.033114815922,0.999036949685535,296.10143739728
"ENSG00000187957",300.572157385647,0.810474901821097,8.53472815017357,299.761682483825,0.999036949685535,299.883157029752
"ENSG00000001617",306.369543210592,13.3728358800481,4.51789553845136,292.996707330544,0.998987814465409,293.031537358416
"ENSG00000164344",65.1091023416979,709.16553909346,-3.44519127884796,644.056436751762,0.998968160377358,-644.06565120671
"ENSG00000163710",462.007054972596,38.0923203855915,3.60034280500063,423.914734587005,0.998958333333333,423.930023315504
"ENSG00000159388",644.401732080503,59.16466783294,3.44515258749974,585.237064247563,0.998938679245283,585.247204560139
"ENSG00000174607",285.8557164454,1.62094980364219,7.46230391561046,284.234766641758,0.998899371069182,284.332707488293
"ENSG00000152127",288.977385735755,8.10474901821097,5.15604527698898,280.872636717544,0.998879716981132,280.919958101172
"ENSG00000143921",1.33785826729516,280.82955348101,-7.71362567242434,279.491695213715,0.998869889937107,-279.598118224087
"ENSG00000169903",7.13524409224087,286.502877793758,-5.32744303581768,279.367633701517,0.998869889937107,-279.418425321747
"ENSG00000115252",295.220724316466,13.7780733309586,4.42134793454859,281.442650985507,0.998860062893082,281.47737761907
"ENSG00000179348",296.112629827996,14.5885482327797,4.34323779889633,281.524081595216,0.998860062893082,281.557582445595
"ENSG00000115718",104.352944849023,1095.35682981121,-3.39185770795957,991.003884962189,0.998850235849057,-991.009689513106
"ENSG00000213512",6.68929133647581,281.23479093192,-5.39377788797803,274.545499595445,0.998810927672956,-274.598478124
"ENSG00000116729",569.481669111974,52.6808686183713,3.43429836566599,516.800800493603,0.998801100628931,516.812211345759
"ENSG00000171603",1284.78988935912,124.002659978628,3.37308947145893,1160.78722938049,0.998791273584906,1160.79213023927
"ENSG00000174059",357.654110123574,28.7718590146489,3.63583467594195,328.882251108925,0.998781446540881,328.902347799867
"ENSG00000118804",75.3660157242942,777.245430846432,-3.36638419974423,701.879415122138,0.998702830188679,-701.887488073961
"ENSG00000150995",750.984440708351,72.5375037129882,3.37198401479386,678.446936995363,0.998683176100629,678.455316579203
"ENSG00000009724",22.2976377882527,304.738563084732,-3.7726092929112,282.44092529648,0.998653694968553,-282.466119850166
"ENSG00000143819",494.561606143445,4962.53782385057,-3.32685594860045,4467.97621770713,0.998653694968553,-4467.97745629575
"ENSG00000143140",273.814992039743,11.7518860764059,4.54223721923432,262.063105963337,0.998624213836478,262.102467417053
"ENSG00000143847",263.558078657147,6.88903666547932,5.25767484791891,256.669041991668,0.998575078616352,256.722886127682
"ENSG00000144035",1074.74614139378,105.766974687653,3.34503480353915,968.979166706127,0.998565251572327,968.984940423915
"ENSG00000145147",262.220220389852,8.91522392003206,4.87836409519078,253.30499646982,0.998555424528302,253.351967967136
"ENSG00000164303",252.855212518786,1.21571235273164,7.70036579321279,251.639500166054,0.998516116352201,251.757291209551
"ENSG00000134716",14.2704881844817,264.620055444588,-4.21281581255472,250.349567260106,0.998466981132075,-250.38501082212
"ENSG00000197415",271.139275505153,17.019972938243,3.99373345965654,254.11930256691,0.99845715408805,254.150683343641
"ENSG00000135631",581.522393517631,56.7332431274768,3.35756850627783,524.789150390154,0.998447327044025,524.799891037997
"ENSG00000128045",251.963307007256,5.67332431274768,5.47287550423666,246.289982694508,0.99841784591195,246.350782304311
"ENSG00000135638",245.719968426545,0.810474901821097,8.24403187756287,244.909493524724,0.998398191823899,245.048207665624
"ENSG00000186197",454.871810880355,43.3604072474287,3.39100981944943,411.511403632927,0.998388364779874,411.525374998355
"ENSG00000114770",326.43741722002,28.7718590146489,3.50407608777108,297.665558205371,0.998358883647799,297.686182230455
"ENSG00000133048",541.386645498776,53.4913435201924,3.33928195588894,487.895301978584,0.998280267295597,487.906729300544
"ENSG00000117115",242.152346380424,4.05237450910548,5.90100366190871,238.099971871319,0.998270440251572,238.173085064918
"ENSG00000115226",8.91905511530108,245.168657800882,-4.78073986828288,236.249602685581,0.998240959119497,-236.297969188867
"ENSG00000168679",345.167432962152,32.0137586219333,3.43053237695902,313.153674340219,0.998211477987421,313.172464155406
"ENSG00000196754",233.679244020888,1.62094980364219,7.17154637052917,232.058294217246,0.99809355345912,232.169082765907
"ENSG00000198648",253.747118030316,17.019972938243,3.89809078851954,236.727145092073,0.99809355345912,236.759237064235
"ENSG00000115840",254.193070786081,17.019972938243,3.90062405526506,237.173097847838,0.99809355345912,237.20517112989
"ENSG00000114200",9.81096062683119,242.737233095418,-4.62885720515977,232.926272468587,0.998083726415094,-232.972261707561
"ENSG00000143036",326.883369975785,30.7980462692017,3.40786524368194,296.085323706583,0.998064072327044,296.104934879429
"ENSG00000128710",230.111621974768,1.21571235273164,7.56438812369381,228.895909622036,0.998034591194969,229.02086675538
"ENSG00000113946",231.449480242063,4.05237450910548,5.83578600246223,227.397105732958,0.998024764150943,227.471976502585
"ENSG00000136531",238.138771578539,10.5361737236743,4.49837958253818,227.602597854865,0.998005110062893,227.64704691507
"ENSG00000138448",1521.59080267037,168.984017029699,3.17062172686534,1352.60678564067,0.997985455974843,1352.61050173482
"ENSG00000132855",191.759684978973,1712.12823009707,-3.15841940747573,1520.36854511809,0.997975628930818,-1520.37182577081
"ENSG00000134365",1.33785826729516,225.312022706265,-7.39585520301064,223.97416443897,0.997926493710692,-224.096240509114
"ENSG00000188157",940.068409152734,104.956499785832,3.16297423294238,835.111909366902,0.997916666666667,835.117899204916
"ENSG00000128709",223.422330638292,3.64713705819493,5.93686516074461,219.775193580097,0.997877358490566,219.85536627771
"ENSG00000135929",192.205637734738,1668.36258539873,-3.11771030524046,1476.15694766399,0.99780856918239,-1476.16024003298
"ENSG00000154358",237.692818822774,15.3990231346008,3.94818757830731,222.293795688173,0.997779088050314,222.328855047222
"ENSG00000142910",598.022645480938,66.4589419493299,3.16966488627811,531.563703531608,0.997749606918239,531.573153655948
"ENSG00000115129",238.584724334304,16.2094980364219,3.87959035539286,222.375226297882,0.997739779874214,222.409065670354
"ENSG00000196083",52.6224251802764,488.311128347211,-3.21405101276377,435.688703166934,0.997710298742138,-435.700557942261
"ENSG00000152078",24.0814488113129,266.646242699141,-3.46893290258006,242.564793887828,0.997621855345912,-242.589597322983
"ENSG00000197635",694.794393481954,80.2370152802886,3.11424626697378,614.557378201666,0.997572720125786,614.565268813587
"ENSG00000115221",209.15184245381,2.83666215637384,6.20421255944949,206.315180297437,0.997543238993711,206.408444291038
"ENSG00000157827",317.964314860484,33.229470974665,3.25832963081752,284.734843885819,0.997327044025157,284.753486431096
"ENSG00000213901",206.030173163455,8.91522392003206,4.53044079177048,197.114949243423,0.997327044025157,197.167005629758
"ENSG00000186301",24.0814488113129,258.94673113184,-3.42666124979181,234.865282320527,0.997317216981132,-234.890278314838
"ENSG00000163536",213.165417255696,13.3728358800481,3.99459605761401,199.792581375648,0.997297562893082,199.832510794436
"ENSG00000187098",338.032188869911,36.4713705819493,3.21232431083313,301.560818287962,0.997238600628931,301.577927166401
"ENSG00000189058",288.53143297999,29.1770964655595,3.30582026954191,259.354336514431,0.997228773584906,259.375404224254
"ENSG00000076864",1377.99401531402,164.931642520593,3.06262950751721,1213.06237279342,0.997209119496855,1213.06623891143
"ENSG00000144645",227.881858195943,18.2356852909747,3.64344975359966,209.646172904968,0.997189465408805,209.677830348863
"ENSG00000163762",216.733039301816,16.6147354873325,3.70538386797941,200.118303814484,0.997110849056604,200.152605257077
"ENSG00000162399",191.759684978973,2.02618725455274,6.56438812369381,189.733497724421,0.997091194968553,189.847020914686
"ENSG00000115616",190.867779467443,4.05237450910548,5.5576622605055,186.815404958338,0.997022405660377,186.898055472896
"ENSG00000180875",7.13524409224087,191.272076829779,-4.74451968037013,184.136832737538,0.996914308176101,-184.197946887606
"ENSG00000183853",192.205637734738,8.50998646912151,4.49735000530205,183.695651265617,0.996904481132076,183.750696463903
"ENSG00000169255",197.557070803919,11.7518860764059,4.07130526241916,185.805184727513,0.99689465408805,185.849783960502
"ENSG00000152953",183.732535375202,2.43142470546329,6.23966139545378,181.301110669739,0.996825864779874,181.40845102809
"ENSG00000158089",186.854204665558,6.07856176365822,4.94203920708255,180.775642901899,0.996806210691824,180.843182946218
"ENSG00000163347",186.854204665558,1527.74518993277,-3.03141900546496,1340.89098526721,0.996609669811321,-1340.89441190276
"ENSG00000079335",184.624440886732,8.10474901821097,4.50968223160368,176.519691868522,0.99655070754717,176.577288605267
"ENSG00000117394",247.05782669384,24.7194845055434,3.32112819747802,222.338342188297,0.99653105345912,222.363145101755
"ENSG00000214193",181.948724352142,6.48379921456877,4.81054871096321,175.464925137573,0.996472091194969,175.530855784488
"ENSG00000109684",176.597291282961,1.21571235273164,7.18251748835017,175.38157893023,0.996472091194969,175.528592501424
"ENSG00000171729",250.62544873996,25.9351968582751,3.27254968921264,224.690251881685,0.996452437106918,224.714082496233
"ENSG00000135838",210.489700721106,19.0461601927958,3.46617756667592,191.44354052831,0.996442610062893,191.474916364881
"ENSG00000170500",193.097543246268,14.5885482327797,3.72642158227613,178.508995013489,0.996442610062893,178.547885785675
"ENSG00000138078",1709.78286560322,213.560136629859,3.00109883902265,1496.22272897336,0.996383647798742,1496.22573874758
"ENSG00000168237",140.921070821757,1117.23965216038,-2.98697943484137,976.318581338625,0.996354166666667,-976.323150556827
"ENSG00000115556",184.178488130967,10.5361737236743,4.12768162227007,173.642314407293,0.996344339622641,173.691367397162
"ENSG00000144481",0.891905511530109,171.820679186072,-7.58979708557148,170.928773674542,0.996285377358491,-171.0971966155
"ENSG00000138061",604.265984061649,74.5636909675409,3.01863854917594,529.702293094108,0.996255896226415,529.710894250672
"ENSG00000182749",441.939180963169,53.8965809711029,3.03558218067701,388.042599992066,0.99624606918239,388.054473196455
"ENSG00000198691",172.137763725311,2.02618725455274,6.40865231137243,170.111576470758,0.99624606918239,170.232250980285
"ENSG00000181458",19.1759684978973,208.292049768022,-3.44123642550006,189.116081270124,0.99624606918239,-189.147387777639
