GO.ID,Term,Annotated,Significant,Expected,classic
107,GO:0006144,purine nucleobase metabolic process,6,6,1.88,0.00095
108,GO:0009147,pyrimidine nucleoside triphosphate metab...,6,6,1.88,0.00095
109,GO:0009218,pyrimidine ribonucleotide metabolic proc...,6,6,1.88,0.00095
110,GO:0009220,pyrimidine ribonucleotide biosynthetic p...,6,6,1.88,0.00095
111,GO:0030261,chromosome condensation,6,6,1.88,0.00095
112,GO:0015986,proton motive force-driven ATP synthesis,17,12,5.34,0.00102
113,GO:0044271,cellular nitrogen compound biosynthetic ...,1118,395,351.07,0.00102
114,GO:0006839,mitochondrial transport,8,7,2.51,0.00173
115,GO:0019856,pyrimidine nucleobase biosynthetic proce...,8,7,2.51,0.00173
116,GO:0030030,cell projection organization,8,7,2.51,0.00173
117,GO:0044782,cilium organization,8,7,2.51,0.00173
118,GO:0120036,plasma membrane bounded cell projection ...,8,7,2.51,0.00173
119,GO:0046148,pigment biosynthetic process,22,14,6.91,0.00182
120,GO:0008104,protein localization,144,62,45.22,0.00190
121,GO:0009237,siderophore metabolic process,18,12,5.65,0.00219
122,GO:0019290,siderophore biosynthetic process,18,12,5.65,0.00219
123,GO:0006261,DNA-templated DNA replication,16,11,5.02,0.00234
124,GO:0009056,catabolic process,192,79,60.29,0.00238
125,GO:0000097,sulfur amino acid biosynthetic process,12,9,3.77,0.00240
126,GO:0006754,ATP biosynthetic process,46,24,14.44,0.00262
127,GO:0009059,macromolecule biosynthetic process,791,283,248.38,0.00269
128,GO:0015031,protein transport,135,58,42.39,0.00279
129,GO:0006183,GTP biosynthetic process,5,5,1.57,0.00304
130,GO:0006228,UTP biosynthetic process,5,5,1.57,0.00304
131,GO:0006241,CTP biosynthetic process,5,5,1.57,0.00304
132,GO:0006542,glutamine biosynthetic process,5,5,1.57,0.00304
133,GO:0007076,mitotic chromosome condensation,5,5,1.57,0.00304
134,GO:0009148,pyrimidine nucleoside triphosphate biosy...,5,5,1.57,0.00304
135,GO:0009208,pyrimidine ribonucleoside triphosphate m...,5,5,1.57,0.00304
136,GO:0009209,pyrimidine ribonucleoside triphosphate b...,5,5,1.57,0.00304
137,GO:0019319,hexose biosynthetic process,5,5,1.57,0.00304
138,GO:0046036,CTP metabolic process,5,5,1.57,0.00304
139,GO:0046039,GTP metabolic process,5,5,1.57,0.00304
140,GO:0046051,UTP metabolic process,5,5,1.57,0.00304
141,GO:0046364,monosaccharide biosynthetic process,5,5,1.57,0.00304
142,GO:0045184,establishment of protein localization,141,60,44.28,0.00310
143,GO:1901575,organic substance catabolic process,183,75,57.46,0.00342
144,GO:0019184,nonribosomal peptide biosynthetic proces...,21,13,6.59,0.00377
145,GO:0044272,sulfur compound biosynthetic process,35,19,10.99,0.00404
146,GO:0000096,sulfur amino acid metabolic process,17,11,5.34,0.00476
147,GO:0009067,aspartate family amino acid biosynthetic...,17,11,5.34,0.00476
148,GO:0019318,hexose metabolic process,17,11,5.34,0.00476
149,GO:0042440,pigment metabolic process,26,15,8.16,0.00487
150,GO:0006544,glycine metabolic process,7,6,2.2,0.00488
151,GO:0006553,lysine metabolic process,7,6,2.2,0.00488
152,GO:0006626,protein targeting to mitochondrion,7,6,2.2,0.00488
153,GO:0008272,sulfate transport,7,6,2.2,0.00488
154,GO:0009085,lysine biosynthetic process,7,6,2.2,0.00488
155,GO:0009089,lysine biosynthetic process via diaminop...,7,6,2.2,0.00488
156,GO:0046451,diaminopimelate metabolic process,7,6,2.2,0.00488
157,GO:0070585,protein localization to mitochondrion,7,6,2.2,0.00488
158,GO:0072348,sulfur compound transport,7,6,2.2,0.00488
159,GO:0072655,establishment of protein localization to...,7,6,2.2,0.00488
160,GO:0006418,tRNA aminoacylation for protein translat...,43,22,13.5,0.00531
161,GO:0000278,mitotic cell cycle,13,9,4.08,0.00563
162,GO:0006563,L-serine metabolic process,13,9,4.08,0.00563
163,GO:0015994,chlorophyll metabolic process,13,9,4.08,0.00563
164,GO:1903047,mitotic cell cycle process,13,9,4.08,0.00563
165,GO:0051156,glucose 6-phosphate metabolic process,9,7,2.83,0.00568
166,GO:0006631,fatty acid metabolic process,41,21,12.87,0.00629
167,GO:0006720,isoprenoid metabolic process,22,13,6.91,0.00659
168,GO:0008299,isoprenoid biosynthetic process,22,13,6.91,0.00659
169,GO:0043038,amino acid activation,44,22,13.82,0.00752
170,GO:0043039,tRNA aminoacylation,44,22,13.82,0.00752
171,GO:0033036,macromolecule localization,157,64,49.3,0.00752
172,GO:0044255,cellular lipid metabolic process,110,47,34.54,0.00757
173,GO:0009066,aspartate family amino acid metabolic pr...,20,12,6.28,0.00763
174,GO:0016051,carbohydrate biosynthetic process,27,15,8.48,0.00781
175,GO:0006979,response to oxidative stress,25,14,7.85,0.00921
176,GO:0006094,gluconeogenesis,4,4,1.26,0.00970
177,GO:0007006,mitochondrial membrane organization,4,4,1.26,0.00970
178,GO:0007020,microtubule nucleation,4,4,1.26,0.00970
179,GO:0010207,photosystem II assembly,4,4,1.26,0.00970
180,GO:0010970,transport along microtubule,4,4,1.26,0.00970
181,GO:0030705,cytoskeleton-dependent intracellular tra...,4,4,1.26,0.00970
182,GO:0031109,microtubule polymerization or depolymeri...,4,4,1.26,0.00970
183,GO:0042073,intraciliary transport,4,4,1.26,0.00970
184,GO:0042773,ATP synthesis coupled electron transport,4,4,1.26,0.00970
185,GO:0046785,microtubule polymerization,4,4,1.26,0.00970
186,GO:0051204,protein insertion into mitochondrial mem...,4,4,1.26,0.00970
187,GO:0090151,establishment of protein localization to...,4,4,1.26,0.00970
188,GO:0099111,microtubule-based transport,4,4,1.26,0.00970
189,GO:0009308,amine metabolic process,23,13,7.22,0.01085
190,GO:0022402,cell cycle process,28,15,8.79,0.01201
191,GO:0006721,terpenoid metabolic process,12,8,3.77,0.01271
192,GO:0008202,steroid metabolic process,12,8,3.77,0.01271
193,GO:0016114,terpenoid biosynthetic process,12,8,3.77,0.01271
194,GO:0070925,organelle assembly,12,8,3.77,0.01271
195,GO:0000226,microtubule cytoskeleton organization,21,12,6.59,0.01278
196,GO:0019748,secondary metabolic process,21,12,6.59,0.01278
197,GO:0044550,secondary metabolite biosynthetic proces...,21,12,6.59,0.01278
198,GO:0006525,arginine metabolic process,6,5,1.88,0.01348
199,GO:0006535,cysteine biosynthetic process from serin...,6,5,1.88,0.01348
200,GO:0015976,carbon utilization,6,5,1.88,0.01348
201,GO:0019344,cysteine biosynthetic process,6,5,1.88,0.01348
202,GO:0022904,respiratory electron transport chain,6,5,1.88,0.01348
203,GO:0071702,organic substance transport,175,69,54.95,0.01366
204,GO:0006534,cysteine metabolic process,10,7,3.14,0.01381
205,GO:0009073,aromatic amino acid family biosynthetic ...,10,7,3.14,0.01381
206,GO:0006098,pentose-phosphate shunt,8,6,2.51,0.01432
207,GO:0006740,NADPH regeneration,8,6,2.51,0.01432
208,GO:0098655,cation transmembrane transport,39,19,12.25,0.01748
209,GO:0098660,inorganic ion transmembrane transport,39,19,12.25,0.01748
210,GO:0098662,inorganic cation transmembrane transport,39,19,12.25,0.01748
211,GO:0034220,ion transmembrane transport,42,20,13.19,0.01996
212,GO:0048285,organelle fission,13,8,4.08,0.02403
213,GO:0006694,steroid biosynthetic process,11,7,3.45,0.02776
214,GO:0009070,serine family amino acid biosynthetic pr...,11,7,3.45,0.02776
215,GO:0042026,protein refolding,11,7,3.45,0.02776
216,GO:0006413,translational initiation,18,10,5.65,0.02869
217,GO:0009116,nucleoside metabolic process,18,10,5.65,0.02869
218,GO:1901657,glycosyl compound metabolic process,18,10,5.65,0.02869
219,GO:0015698,inorganic anion transport,33,16,10.36,0.02958
220,GO:0005996,monosaccharide metabolic process,23,12,7.22,0.03040
221,GO:0000103,sulfate assimilation,3,3,0.94,0.03093
222,GO:0006083,acetate metabolic process,3,3,0.94,0.03093
223,GO:0006166,purine ribonucleoside salvage,3,3,0.94,0.03093
224,GO:0007007,inner mitochondrial membrane organizatio...,3,3,0.94,0.03093
225,GO:0009113,purine nucleobase biosynthetic process,3,3,0.94,0.03093
226,GO:0009225,nucleotide-sugar metabolic process,3,3,0.94,0.03093
227,GO:0009306,protein secretion,3,3,0.94,0.03093
228,GO:0019427,acetyl-CoA biosynthetic process from ace...,3,3,0.94,0.03093
229,GO:0031122,cytoplasmic microtubule organization,3,3,0.94,0.03093
230,GO:0032270,positive regulation of cellular protein ...,3,3,0.94,0.03093
231,GO:0032886,regulation of microtubule-based process,3,3,0.94,0.03093
232,GO:0035592,establishment of protein localization to...,3,3,0.94,0.03093
233,GO:0042278,purine nucleoside metabolic process,3,3,0.94,0.03093
234,GO:0042451,purine nucleoside biosynthetic process,3,3,0.94,0.03093
235,GO:0042775,mitochondrial ATP synthesis coupled elec...,3,3,0.94,0.03093
236,GO:0043085,positive regulation of catalytic activit...,3,3,0.94,0.03093
237,GO:0043174,nucleoside salvage,3,3,0.94,0.03093
238,GO:0044093,positive regulation of molecular functio...,3,3,0.94,0.03093
239,GO:0045039,protein insertion into mitochondrial inn...,3,3,0.94,0.03093
240,GO:0046128,purine ribonucleoside metabolic process,3,3,0.94,0.03093
241,GO:0046129,purine ribonucleoside biosynthetic proce...,3,3,0.94,0.03093
242,GO:0051247,positive regulation of protein metabolic...,3,3,0.94,0.03093
243,GO:0071692,protein localization to extracellular re...,3,3,0.94,0.03093
244,GO:0010467,gene expression,866,296,271.93,0.03156
245,GO:0000070,mitotic sister chromatid segregation,9,6,2.83,0.03161
246,GO:0000819,sister chromatid segregation,9,6,2.83,0.03161
247,GO:0007005,mitochondrion organization,9,6,2.83,0.03161
248,GO:0007059,chromosome segregation,9,6,2.83,0.03161
249,GO:0098813,nuclear chromosome segregation,9,6,2.83,0.03161
250,GO:0006072,glycerol-3-phosphate metabolic process,7,5,2.2,0.03499
251,GO:0006560,proline metabolic process,7,5,2.2,0.03499
252,GO:0052646,alditol phosphate metabolic process,7,5,2.2,0.03499
253,GO:0006633,fatty acid biosynthetic process,31,15,9.73,0.03533
254,GO:0006119,oxidative phosphorylation,5,4,1.57,0.03634
255,GO:0006526,arginine biosynthetic process,5,4,1.57,0.03634
256,GO:0006568,tryptophan metabolic process,5,4,1.57,0.03634
257,GO:0006586,indolalkylamine metabolic process,5,4,1.57,0.03634
258,GO:0009262,deoxyribonucleotide metabolic process,5,4,1.57,0.03634
259,GO:0031503,protein-containing complex localization,5,4,1.57,0.03634
260,GO:0042430,indole-containing compound metabolic pro...,5,4,1.57,0.03634
261,GO:0043101,purine-containing compound salvage,5,4,1.57,0.03634
262,GO:0072330,monocarboxylic acid biosynthetic process,34,16,10.68,0.03999
263,GO:0006629,lipid metabolic process,201,75,63.12,0.04063
264,GO:0034613,cellular protein localization,112,44,35.17,0.04531
265,GO:0070727,cellular macromolecule localization,112,44,35.17,0.04531
266,GO:0001932,regulation of protein phosphorylation,12,7,3.77,0.04883
267,GO:0016054,organic acid catabolic process,12,7,3.77,0.04883
268,GO:0046395,carboxylic acid catabolic process,12,7,3.77,0.04883
269,GO:0071704,organic substance metabolic process,3527,1137,1107.52,0.04964
270,GO:0051179,localization,727,248,228.29,0.05130
271,GO:0006576,cellular biogenic amine metabolic proces...,17,9,5.34,0.05290
272,GO:0009100,glycoprotein metabolic process,17,9,5.34,0.05290
273,GO:0044106,cellular amine metabolic process,17,9,5.34,0.05290
274,GO:0000280,nuclear division,10,6,3.14,0.05830
275,GO:0006801,superoxide metabolic process,10,6,3.14,0.05830
276,GO:0051205,protein insertion into membrane,10,6,3.14,0.05830
277,GO:0072593,reactive oxygen species metabolic proces...,10,6,3.14,0.05830
278,GO:0140014,mitotic nuclear division,10,6,3.14,0.05830
279,GO:0006886,intracellular protein transport,103,40,32.34,0.06451
280,GO:0009063,cellular amino acid catabolic process,8,5,2.51,0.06944
281,GO:0043094,cellular metabolic compound salvage,8,5,2.51,0.06944
282,GO:1901606,alpha-amino acid catabolic process,8,5,2.51,0.06944
283,GO:0051234,establishment of localization,721,244,226.4,0.07227
284,GO:0006810,transport,715,242,224.52,0.07291
285,GO:0048523,negative regulation of cellular process,23,11,7.22,0.07324
286,GO:0009123,nucleoside monophosphate metabolic proce...,13,7,4.08,0.07776
287,GO:0009124,nucleoside monophosphate biosynthetic pr...,13,7,4.08,0.07776
288,GO:0031399,regulation of protein modification proce...,13,7,4.08,0.07776
289,GO:0042325,regulation of phosphorylation,13,7,4.08,0.07776
290,GO:0046907,intracellular transport,131,49,41.14,0.08190
291,GO:0051649,establishment of localization in cell,131,49,41.14,0.08190
292,GO:0009086,methionine biosynthetic process,6,4,1.88,0.08205
293,GO:0061024,membrane organization,16,8,5.02,0.09379
294,GO:0006551,leucine metabolic process,4,3,1.26,0.09461
295,GO:0006566,threonine metabolic process,4,3,1.26,0.09461
296,GO:0006825,copper ion transport,4,3,1.26,0.09461
297,GO:0006873,cellular ion homeostasis,4,3,1.26,0.09461
298,GO:0006875,cellular metal ion homeostasis,4,3,1.26,0.09461
299,GO:0009098,leucine biosynthetic process,4,3,1.26,0.09461
300,GO:0009186,deoxyribonucleoside diphosphate metaboli...,4,3,1.26,0.09461
301,GO:0009219,pyrimidine deoxyribonucleotide metabolic...,4,3,1.26,0.09461
302,GO:0009314,response to radiation,4,3,1.26,0.09461
303,GO:0009394,2'-deoxyribonucleotide metabolic process,4,3,1.26,0.09461
304,GO:0009416,response to light stimulus,4,3,1.26,0.09461
305,GO:0015693,magnesium ion transport,4,3,1.26,0.09461
306,GO:0019646,aerobic electron transport chain,4,3,1.26,0.09461
307,GO:0019692,deoxyribose phosphate metabolic process,4,3,1.26,0.09461
308,GO:0030003,cellular cation homeostasis,4,3,1.26,0.09461
309,GO:0030031,cell projection assembly,4,3,1.26,0.09461
310,GO:0046168,glycerol-3-phosphate catabolic process,4,3,1.26,0.09461
311,GO:0046916,cellular transition metal ion homeostasi...,4,3,1.26,0.09461
312,GO:0060271,cilium assembly,4,3,1.26,0.09461
313,GO:0120031,plasma membrane bounded cell projection ...,4,3,1.26,0.09461
314,GO:0006739,NADP metabolic process,11,6,3.45,0.09496
315,GO:0009309,amine biosynthetic process,11,6,3.45,0.09496
316,GO:0042401,cellular biogenic amine biosynthetic pro...,11,6,3.45,0.09496
317,GO:0000045,autophagosome assembly,2,2,0.63,0.09857
318,GO:0000302,response to reactive oxygen species,2,2,0.63,0.09857
319,GO:0000303,response to superoxide,2,2,0.63,0.09857
320,GO:0000305,response to oxygen radical,2,2,0.63,0.09857
321,GO:0001934,positive regulation of protein phosphory...,2,2,0.63,0.09857
322,GO:0006020,inositol metabolic process,2,2,0.63,0.09857
323,GO:0006122,mitochondrial electron transport, ubiqui...,2,2,0.63,0.09857
324,GO:0006269,DNA replication, synthesis of RNA primer,2,2,0.63,0.09857
325,GO:0006275,regulation of DNA replication,2,2,0.63,0.09857
326,GO:0006424,glutamyl-tRNA aminoacylation,2,2,0.63,0.09857
327,GO:0006436,tryptophanyl-tRNA aminoacylation,2,2,0.63,0.09857
328,GO:0006491,N-glycan processing,2,2,0.63,0.09857
329,GO:0006536,glutamate metabolic process,2,2,0.63,0.09857
330,GO:0006537,glutamate biosynthetic process,2,2,0.63,0.09857
331,GO:0006549,isoleucine metabolic process,2,2,0.63,0.09857
332,GO:0006558,L-phenylalanine metabolic process,2,2,0.63,0.09857
333,GO:0006562,proline catabolic process,2,2,0.63,0.09857
334,GO:0006570,tyrosine metabolic process,2,2,0.63,0.09857
335,GO:0006591,ornithine metabolic process,2,2,0.63,0.09857
336,GO:0006863,purine nucleobase transport,2,2,0.63,0.09857
337,GO:0007052,mitotic spindle organization,2,2,0.63,0.09857
338,GO:0008612,peptidyl-lysine modification to peptidyl...,2,2,0.63,0.09857
339,GO:0009052,pentose-phosphate shunt, non-oxidative b...,2,2,0.63,0.09857
340,GO:0009065,glutamine family amino acid catabolic pr...,2,2,0.63,0.09857
341,GO:0009088,threonine biosynthetic process,2,2,0.63,0.09857
342,GO:0009095,aromatic amino acid family biosynthetic ...,2,2,0.63,0.09857
343,GO:0009097,isoleucine biosynthetic process,2,2,0.63,0.09857
344,GO:0009129,pyrimidine nucleoside monophosphate meta...,2,2,0.63,0.09857
345,GO:0009130,pyrimidine nucleoside monophosphate bios...,2,2,0.63,0.09857
346,GO:0009226,nucleotide-sugar biosynthetic process,2,2,0.63,0.09857
347,GO:0009298,GDP-mannose biosynthetic process,2,2,0.63,0.09857
348,GO:0009581,detection of external stimulus,2,2,0.63,0.09857
349,GO:0009582,detection of abiotic stimulus,2,2,0.63,0.09857
350,GO:0009583,detection of light stimulus,2,2,0.63,0.09857
351,GO:0010562,positive regulation of phosphorus metabo...,2,2,0.63,0.09857
352,GO:0016037,light absorption,2,2,0.63,0.09857
353,GO:0016236,macroautophagy,2,2,0.63,0.09857
354,GO:0016559,peroxisome fission,2,2,0.63,0.09857
355,GO:0017004,cytochrome complex assembly,2,2,0.63,0.09857
356,GO:0019430,removal of superoxide radicals,2,2,0.63,0.09857
357,GO:0019673,GDP-mannose metabolic process,2,2,0.63,0.09857
358,GO:0031401,positive regulation of protein modificat...,2,2,0.63,0.09857
359,GO:0032147,activation of protein kinase activity,2,2,0.63,0.09857
360,GO:0033674,positive regulation of kinase activity,2,2,0.63,0.09857
361,GO:0034599,cellular response to oxidative stress,2,2,0.63,0.09857
362,GO:0034614,cellular response to reactive oxygen spe...,2,2,0.63,0.09857
363,GO:0042327,positive regulation of phosphorylation,2,2,0.63,0.09857
364,GO:0043650,dicarboxylic acid biosynthetic process,2,2,0.63,0.09857
365,GO:0045860,positive regulation of protein kinase ac...,2,2,0.63,0.09857
366,GO:0045937,positive regulation of phosphate metabol...,2,2,0.63,0.09857
367,GO:0046113,nucleobase catabolic process,2,2,0.63,0.09857
368,GO:0046439,L-cysteine metabolic process,2,2,0.63,0.09857
369,GO:0051347,positive regulation of transferase activ...,2,2,0.63,0.09857
370,GO:0060236,regulation of mitotic spindle organizati...,2,2,0.63,0.09857
371,GO:0062197,cellular response to chemical stress,2,2,0.63,0.09857
372,GO:0070507,regulation of microtubule cytoskeleton o...,2,2,0.63,0.09857
373,GO:0071450,cellular response to oxygen radical,2,2,0.63,0.09857
374,GO:0071451,cellular response to superoxide,2,2,0.63,0.09857
375,GO:0072350,tricarboxylic acid metabolic process,2,2,0.63,0.09857
376,GO:0090224,regulation of spindle organization,2,2,0.63,0.09857
377,GO:0098869,cellular oxidant detoxification,2,2,0.63,0.09857
378,GO:1902221,erythrose 4-phosphate/phosphoenolpyruvat...,2,2,0.63,0.09857
379,GO:1902850,microtubule cytoskeleton organization in...,2,2,0.63,0.09857
380,GO:1905037,autophagosome organization,2,2,0.63,0.09857
381,GO:0051641,cellular localization,151,55,47.42,0.10513
382,GO:0007049,cell cycle,52,21,16.33,0.10682
383,GO:0048519,negative regulation of biological proces...,30,13,9.42,0.11389
384,GO:0015669,gas transport,14,7,4.4,0.11465
385,GO:0015671,oxygen transport,14,7,4.4,0.11465
386,GO:0019220,regulation of phosphate metabolic proces...,14,7,4.4,0.11465
387,GO:0051174,regulation of phosphorus metabolic proce...,14,7,4.4,0.11465
388,GO:0000041,transition metal ion transport,9,5,2.83,0.11673
389,GO:0045892,negative regulation of transcription, DN...,9,5,2.83,0.11673
390,GO:0051253,negative regulation of RNA metabolic pro...,9,5,2.83,0.11673
391,GO:1902679,negative regulation of RNA biosynthetic ...,9,5,2.83,0.11673
392,GO:1903507,negative regulation of nucleic acid-temp...,9,5,2.83,0.11673
393,GO:0044282,small molecule catabolic process,22,10,6.91,0.11811
394,GO:0072657,protein localization to membrane,22,10,6.91,0.11811
395,GO:0090150,establishment of protein localization to...,22,10,6.91,0.11811
396,GO:1901565,organonitrogen compound catabolic proces...,99,37,31.09,0.11947
397,GO:0000413,protein peptidyl-prolyl isomerization,33,14,10.36,0.12031
398,GO:0018208,peptidyl-proline modification,33,14,10.36,0.12031
399,GO:0044248,cellular catabolic process,126,46,39.57,0.12545
400,GO:0009156,ribonucleoside monophosphate biosyntheti...,12,6,3.77,0.14108
401,GO:0009161,ribonucleoside monophosphate metabolic p...,12,6,3.77,0.14108
402,GO:0009890,negative regulation of biosynthetic proc...,12,6,3.77,0.14108
403,GO:0010558,negative regulation of macromolecule bio...,12,6,3.77,0.14108
404,GO:0031327,negative regulation of cellular biosynth...,12,6,3.77,0.14108
405,GO:0045934,negative regulation of nucleobase-contai...,12,6,3.77,0.14108
406,GO:0006555,methionine metabolic process,7,4,2.2,0.14479
407,GO:0008643,carbohydrate transport,7,4,2.2,0.14479
408,GO:0010604,positive regulation of macromolecule met...,7,4,2.2,0.14479
409,GO:0051173,positive regulation of nitrogen compound...,7,4,2.2,0.14479
410,GO:0051668,localization within membrane,23,10,7.22,0.15262
411,GO:0006812,cation transport,140,50,43.96,0.15378
412,GO:0006820,anion transport,40,16,12.56,0.15738
413,GO:0009101,glycoprotein biosynthetic process,15,7,4.71,0.15896
414,GO:0031324,negative regulation of cellular metaboli...,15,7,4.71,0.15896
415,GO:0051172,negative regulation of nitrogen compound...,15,7,4.71,0.15896
416,GO:0030163,protein catabolic process,75,28,23.55,0.16123
417,GO:0033365,protein localization to organelle,29,12,9.11,0.16788
418,GO:0006816,calcium ion transport,18,8,5.65,0.17255
419,GO:0046434,organophosphate catabolic process,10,5,3.14,0.17515
420,GO:0000724,double-strand break repair via homologou...,5,3,1.57,0.18202
421,GO:0000725,recombinational repair,5,3,1.57,0.18202
422,GO:0006084,acetyl-CoA metabolic process,5,3,1.57,0.18202
423,GO:0006085,acetyl-CoA biosynthetic process,5,3,1.57,0.18202
424,GO:0006561,proline biosynthetic process,5,3,1.57,0.18202
425,GO:0006637,acyl-CoA metabolic process,5,3,1.57,0.18202
426,GO:0009163,nucleoside biosynthetic process,5,3,1.57,0.18202
427,GO:0009401,phosphoenolpyruvate-dependent sugar phos...,5,3,1.57,0.18202
428,GO:0009636,response to toxic substance,5,3,1.57,0.18202
429,GO:0034219,carbohydrate transmembrane transport,5,3,1.57,0.18202
430,GO:0034404,nucleobase-containing small molecule bio...,5,3,1.57,0.18202
431,GO:0035383,thioester metabolic process,5,3,1.57,0.18202
432,GO:0035384,thioester biosynthetic process,5,3,1.57,0.18202
433,GO:0042455,ribonucleoside biosynthetic process,5,3,1.57,0.18202
434,GO:0055065,metal ion homeostasis,5,3,1.57,0.18202
435,GO:0055076,transition metal ion homeostasis,5,3,1.57,0.18202
436,GO:0055082,cellular chemical homeostasis,5,3,1.57,0.18202
437,GO:0071616,acyl-CoA biosynthetic process,5,3,1.57,0.18202
438,GO:0097237,cellular response to toxic substance,5,3,1.57,0.18202
439,GO:0098657,import into cell,5,3,1.57,0.18202
440,GO:0098704,carbohydrate import across plasma membra...,5,3,1.57,0.18202
441,GO:0098739,import across plasma membrane,5,3,1.57,0.18202
442,GO:0098754,detoxification,5,3,1.57,0.18202
443,GO:1901659,glycosyl compound biosynthetic process,5,3,1.57,0.18202
444,GO:1990748,cellular detoxification,5,3,1.57,0.18202
445,GO:0005976,polysaccharide metabolic process,21,9,6.59,0.18313
446,GO:0032268,regulation of cellular protein metabolic...,21,9,6.59,0.18313
447,GO:0034637,cellular carbohydrate biosynthetic proce...,21,9,6.59,0.18313
448,GO:0007010,cytoskeleton organization,44,17,13.82,0.18954
449,GO:0006817,phosphate ion transport,13,6,4.08,0.19536
450,GO:0000271,polysaccharide biosynthetic process,16,7,5.02,0.20965
451,GO:0006913,nucleocytoplasmic transport,16,7,5.02,0.20965
452,GO:0009250,glucan biosynthetic process,16,7,5.02,0.20965
453,GO:0033692,cellular polysaccharide biosynthetic pro...,16,7,5.02,0.20965
454,GO:0051169,nuclear transport,16,7,5.02,0.20965
455,GO:0006595,polyamine metabolic process,8,4,2.51,0.22015
456,GO:0006596,polyamine biosynthetic process,8,4,2.51,0.22015
457,GO:0009893,positive regulation of metabolic process,8,4,2.51,0.22015
458,GO:0015977,carbon fixation,8,4,2.51,0.22015
459,GO:0016108,tetraterpenoid metabolic process,8,4,2.51,0.22015
460,GO:0016109,tetraterpenoid biosynthetic process,8,4,2.51,0.22015
461,GO:0016116,carotenoid metabolic process,8,4,2.51,0.22015
462,GO:0016117,carotenoid biosynthetic process,8,4,2.51,0.22015
463,GO:0031325,positive regulation of cellular metaboli...,8,4,2.51,0.22015
464,GO:0033866,nucleoside bisphosphate biosynthetic pro...,8,4,2.51,0.22015
465,GO:0034030,ribonucleoside bisphosphate biosynthetic...,8,4,2.51,0.22015
466,GO:0034033,purine nucleoside bisphosphate biosynthe...,8,4,2.51,0.22015
467,GO:0048518,positive regulation of biological proces...,8,4,2.51,0.22015
468,GO:0048522,positive regulation of cellular process,8,4,2.51,0.22015
469,GO:0051258,protein polymerization,19,8,5.97,0.22018
470,GO:1901617,organic hydroxy compound biosynthetic pr...,19,8,5.97,0.22018
471,GO:0009892,negative regulation of metabolic process,22,9,6.91,0.22815
472,GO:0010605,negative regulation of macromolecule met...,22,9,6.91,0.22815
473,GO:0000162,tryptophan biosynthetic process,3,2,0.94,0.23384
474,GO:0005978,glycogen biosynthetic process,3,2,0.94,0.23384
475,GO:0006002,fructose 6-phosphate metabolic process,3,2,0.94,0.23384
476,GO:0006067,ethanol metabolic process,3,2,0.94,0.23384
